Timestamp,device,firmware,sheet,schedule,dataset,project,site,latitude,longitude,height_above_ground,habitat,deployment_date,collect_date,data_storage_location,crew,notes,attractor,attractor_location,UTC,deployment_name
18/09/2024 10:31:30,GradoVerdIn,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,25/07/2024,27/07/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Gamboa_Dinalab_GradoVerdin_2024-07-25,AQ,,,,,Panama_Gamboa_Dinalab_GradoVerdIn_2024-07-25
18/09/2024 10:33:12,LiftAlce,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,07/07/2024,08/07/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_LiftAlce_2024-07-07,KQ,,,,,Panama_Gamboa_Dinalab_LiftAlce_2024-07-07
18/09/2024 10:34:36,LiftAlce,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,12/07/2024,13/07/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_liftAlce_2024-07-12,AQ,,,,,Panama_Gamboa_Dinalab_LiftAlce_2024-07-12
18/09/2024 10:35:45,LiftAlce,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,16/07/2024,23/07/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_LiftAlce_2024-07-16,AQ,,,,,Panama_Gamboa_Dinalab_LiftAlce_2024-07-16
18/09/2024 10:36:59,LiftAlce,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,20/07/2024,23/07/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_LiftAlce_2024-07-20,KQ,,,,,Panama_Gamboa_Dinalab_LiftAlce_2024-07-20
18/09/2024 10:39:08,LiftAlce,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,25/07/2024,27/07/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_LiftAlce_2024-07-25,AQ,,,,,Panama_Gamboa_Dinalab_LiftAlce_2024-07-25
18/09/2024 10:40:35,LiftAlce,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,30/07/2024,31/07/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_LiftAlce_2024-07-30,AQ,,,,,Panama_Gamboa_Dinalab_LiftAlce_2024-07-30
18/09/2024 10:42:35,mb01,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,11/04/2024,11/04/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_mb01_2024-04-11,KQ,,,,,Panama_Gamboa_Dinalab_mb01_2024-04-11
18/09/2024 10:44:41,mb06,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,07/03/2024,08/03/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_Mb06_2024-03-07,KQ,,,,,Panama_Gamboa_Dinalab_mb06_2024-03-07
18/09/2024 10:59:52,mb6,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,28/03/2024,02/04/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_mb6_2024-03-28,KQ,,,,,Panama_Gamboa_Dinalab_mb6_2024-03-28
18/09/2024 11:01:26,mb08,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,12/03/2024,13/03/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_mb08_2024-03-08,KQ,,,,,Panama_Gamboa_Dinalab_mb08_2024-03-12
18/09/2024 11:06:19,mb08,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,10/03/2024,11/03/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_mb08_2024-03-10,KQ,,,,,Panama_Gamboa_Dinalab_mb08_2024-03-10
18/09/2024 11:27:10,mb08,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,14/03/2024,16/03/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_mb08_2024-03-14,AQ,,,,,Panama_Gamboa_Dinalab_mb08_2024-03-14
18/09/2024 11:28:39,MB08,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,28/03/2024,02/04/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_MB08_2024-03-28,AQ,,,,,Panama_Gamboa_Dinalab_MB08_2024-03-28
18/09/2024 11:30:03,mb08,4.12,Yellow felt / Fieltro amarillo,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,02/04/2024,03/04/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_mb08_2024-04-02,AQ,,,,,Panama_Gamboa_Dinalab_mb08_2024-04-02
18/09/2024 11:31:20,mb08,4.12,Yellow felt / Fieltro amarillo,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,03/04/2024,04/04/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_mb08_2024-04-03,AQ,,,,,Panama_Gamboa_Dinalab_mb08_2024-04-03
18/09/2024 11:35:21,mb073b2,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,09/05/2024,12/05/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_mb073b2_2024-05-09,AQ,,,,,Panama_Gamboa_Dinalab_mb073b2_2024-05-09
18/09/2024 11:37:21,StudyCod,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,28/06/2024,03/07/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_StudyCod_2024-06-27,AQ,,,,,Panama_Gamboa_Dinalab_StudyCod_2024-06-28
18/09/2024 11:37:21,LiftAlce,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,13/08/2024,21/08/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Gamboa_DinalabRegulatorTest_LiftAlce_2024-08-13,AQ,,,,,Panama_Gamboa_Dinalab_LiftAlce_2024-08-13
18/09/2024 11:46:27,FlatHapuku,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,FrijolesRiver,9.15224,-79.7352,1,forest (unknown),05/08/2024,09/08/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Gamboa_FrijolesRiver_FlatHapuku_2024-08-05,AQ,,,,,Panama_Gamboa_FrijolesRiver_FlatHapuku_2024-08-05
18/09/2024 11:50:02,AmpleBonobo,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,FrijolesCampsite,9.15205,-79.73501,1,forest (unknown),06/08/2024,10/08/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_FrijolesCampsite_AmpleBonobo_2024-08-06,AQ,,,,,Panama_Gamboa_FrijolesCampsite_AmpleBonobo_2024-08-06
18/09/2024 11:52:36,GradoVerdIn,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,JuanGrande,9.1347,-79.72221,1,forest (unknown),18/07/2024,20/07/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Gamboa_JuanGrande_GradoVerdin_2024-07-18,AQ,,,,,Panama_Gamboa_JuanGrande_GradoVerdIn_2024-07-18
18/09/2024 11:54:15,LiftAlce,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,JuanGrande,9.1347,-79.72221,1,forest (unknown),19/07/2024,20/07/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_JuanGrande_LiftAlce_2024-07-19,AQ,,,,,Panama_Gamboa_JuanGrande_LiftAlce_2024-07-19
18/09/2024 11:57:16,mb08,3.2,Yellow felt / Fieltro amarillo,programA,Panama,Gamboa,MaybeHubert(?),unknown,unknown,0.5,residential backyard (?),14/03/2024,14/03/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_MaybeHubert_mb08-2024-03-14,HS,,,,,Panama_Gamboa_MaybeHubert(?)_mb08_2024-03-14
18/09/2024 12:00:59,cuervoCInife,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,MayJayYard,9.11553,-79.69898,1,residential backyard,04/08/2024,09/08/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Gamboa_MayJayYard_cuervoCinife_2024-08-04,KQ,,,,,Panama_Gamboa_MayJayYard_cuervoCInife_2024-08-04
18/09/2024 12:02:24,LiquidSerau,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,MayJayYard,9.11553,-79.69898,1,residential backyard,22/08/2024,26/08/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_MayJayYard_LiquidSerau_2024-08-22,KQ,,,,,Panama_Gamboa_MayJayYard_LiquidSerau_2024-08-22
18/09/2024 12:04:59,GradoVerdIn,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,OwenYard,9.11727,-79.69604,1,residential yard,04/08/2024,11/08/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Gamboa_OwenYard_GradoVerdin_2024-08-04,AQ,,,,,Panama_Gamboa_OwenYard_GradoVerdIn_2024-08-04
18/09/2024 12:06:32,Accionsauro,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,RadioHill,9.13969,-79.7242,1,forest (unknown),06/08/2024,10/08/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Gamboa_RadioHill_AccionSauro_2024-08-06,AQ,,,,,Panama_Gamboa_RadioHill_Accionsauro_2024-08-06
18/09/2024 12:07:45,LiquidSerau,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,RadioHill,9.13969,-79.7242,1,forest (unknown),06/08/2024,10/08/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_RadioHill_LiquidSerau_2024-08-06,AQ,,,,,Panama_Gamboa_RadioHill_LiquidSerau_2024-08-06
18/09/2024 12:11:33,LiftAlce,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,TylerYard,9.11667,-79.69831,1,residential backyard,05/08/2024,07/08/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_TylerYard_LiftAlce_2024-08-05,KQ,,,,,Panama_Gamboa_TylerYard_LiftAlce_2024-08-05
18/09/2024 12:14:42,Mb08,4.12,White felt / Fieltro blanco,programA,Panama,Volcan,MedievalHut,8.77905,-82.62693,1,campsite,18/03/2024,23/03/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Volcan_MedievalHut_Mb08_2024-03-18,AQ,,,,,Panama_Volcan_MedievalHut_Mb08_2024-03-18
18/09/2024 12:14:42,Mb08,4.12,White felt / Fieltro blanco,programA,Panama,Volcan,MedievalHut,8.77905,-82.62693,1,campsite,23/03/2024,27/03/2024,do not have in deep storage,AQ,,,,,Panama_Volcan_MedievalHut_Mb08_2024-03-23
18/09/2024 13:18:43,GradoVerdIn,4.12,White felt / Fieltro blanco,programA,Ecuador,Tena,MothClassGirls,-0.93705,-77.87916,1,forest (unknown),29/07/2024,29/07/2024,ftp://u407120@u407120.your-storagebox.de/moths/Ecuador/Tena_MothClassGirls_GradoVerdin_2024-07-29,GH,,,,,Ecuador_Tena_MothClassGirls_GradoVerdIn_2024-07-29
18/09/2024 13:18:54,GradoVerdIn,4.12,White felt / Fieltro blanco,programA,Panama,La Alza - Cambutal,Bosque Galeria  / Grass - Cliff Grass Close to Secondary Forest,7.28083,-80.50941,1.55 m,pasture,03/09/2024,07/09/2024,Need from Andy / PEA,PEA,A few small specks on the board. Lens looked dry.,,,,Panama_La Alza - Cambutal_Bosque Galeria  / Grass - Cliff Grass Close to Secondary Forest_GradoVerdIn_2024-09-03
18/09/2024 13:22:20,GradoVerdIn,4.12,White felt / Fieltro blanco,programA,Ecuador,Tena,PastUniversityMothNight,-0.93705,-77.87916,1,forest (unknown),25/07/2024,25/07/2024,ftp://u407120@u407120.your-storagebox.de/moths/Ecuador/Tena_PastUniversityMothNight_gradoVerdin_2024-07-25,AQ,,,,,Ecuador_Tena_PastUniversityMothNight_GradoVerdIn_2024-07-25
18/09/2024 13:24:37,liftAlce,4.12,White felt / Fieltro blanco,programA,Ecuador,Tena,PastUniversityMothNight,-0.93705,-77.87916,1,forest (unknown),25/07/2024,25/07/2024,\\u407120.your-storagebox.de\backup\moths\Ecuador\Tena_PastUniversityMothNight_liftAlce_2024-07-25,AQ,,,,,Ecuador_Tena_PastUniversityMothNight_liftAlce_2024-07-25
18/09/2024 13:27:49,cuervoCInife,4.12,White felt / Fieltro blanco,programA,USA,Columbus,AmnaldoYard,39.99067,-82.83742,1,residential backyard,14/08/2024,15/08/2024,ftp://u407120@u407120.your-storagebox.de/moths/UnitedStates/Columbus_AmnaldoYard-CuervoCinife_2024-08-14,AQ,,,,,USA_Columbus_AmnaldoYard_cuervoCInife_2024-08-14
18/09/2024 14:33:49,mb8fe5a,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,10/05/2024,13/05/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_mb8fe5a_2024-05-10,AQ,,,,,Panama_Gamboa_Dinalab_mb8fe5a_2024-05-10
18/09/2024 14:37:21,StudyCod,4.12,White felt / Fieltro blanco,programA,Panama,Gamboa,Dinalab,9.11763,-76.69849,0.5,residential backyard,16/06/2024,17/06/2024,\\u407120.your-storagebox.de\backup\moths\Panama\Gamboa_Dinalab_StudyCod_2024-06-16,AQ,,,,,Panama_Gamboa_Dinalab_StudyCod_2024-06-16
23/09/2024 07:02:50,Prizecrab,4.12,White felt / Fieltro blanco,programA,Panama,Fortuna,Quebrada Chorro- Fortuna,8.748652,-82.228831,1.60m,cloud forest / bosque nuboso,16/09/2024,20/09/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Fortuna_Chorro_PrizeCrab_2024-09-16,E.G.,"Fue ubicado en un arbol de Hedyosmus Bomblandianum, es un bosque de palmeras y podocarpus . MANY PHOTOS WERE CORRUPTED IN UPLOAD",,,,Panama_Fortuna_Quebrada Chorro- Fortuna_Prizecrab_2024-09-16
24/09/2024 13:37:22,AmpleBonobo,4.12,White felt / Fieltro blanco,programA,Panama,Boquete,finca el velo,8.823505,-82.489933,1.40m,mature forest / bosque maduro,18/09/2024,23/09/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Boquete_fincaelvelo_AmpleBonobo_2024-09-18,E.G.,colocado ene le arbol Viburnum costarricanum; altitud 1939m,,,,Panama_Boquete_finca el velo_AmpleBonobo_2024-09-18
01/10/2024 10:38:30,Accionsauro,4.12,White felt / Fieltro blanco,programA,Panama,Boquete,Finca el velo,8.820403,-82.483013,1.50m,mature forest / bosque maduro,23/09/2024,30/09/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Boquete_fincaelvelo_accionsauro_2024-09-23,E.G.,se sacaron más fotos del dIa 23 de septiembre que de otros dIas es posible porque habido mucha lluvia,,,,Panama_Boquete_Finca el velo_Accionsauro_2024-09-23
04/10/2024 06:47:18,AmpleBonobo,4.12,White felt / Fieltro blanco,programA,Panama,Fortuna,Sendero STRI,8.721202,-82.23832,1.30m,cloud forest / bosque nuboso,26/09/2024,01/10/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Fortuna_senderoStri_AmpleBonobo_2024-09-26,E.G.,,,,,Panama_Fortuna_Sendero STRI_AmpleBonobo_2024-09-26
04/10/2024 07:05:58,prizecrab,4.12,White felt / Fieltro blanco,programA,Panama,Fortuna,cerca de la entrada al sendero,8.722568,-82.237497,1.30m,cloud forest / bosque nuboso,26/09/2024,01/10/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Fortuna_atrasdelaestacion_prizecrab_2024-09-26,E.G.,el mothbox tenia gotas de agua dentro. pero lo coloque dentro del cuarto donde se encuentra e lextractor de humedad y ya está perfecto,,,,Panama_Fortuna_cerca de la entrada al sendero_prizecrab_2024-09-26
25/10/2024 17:59:19,AmpleBonobo,4.12,White felt / Fieltro blanco,programA (19;21;23;2;4),Panama,Fortuna,entradastri,8.721621,-82.237576,1.50m,cloud forest / bosque nuboso,22/10/2024,25/10/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Fortuna_entradastri_amplebonobo_2024-10-22,E.G.,la elevacion donde fue instalado es de 1214m,,,,Panama_Fortuna_entradastri_AmpleBonobo_2024-10-22
29/10/2024 14:44:43,comunLanzon,4.11,White felt / Fieltro blanco,programA (19;21;23;2;4),Panama,Oria Nursery,Oria1,7.45758,-80.14215,2,seedling nursery,19/10/2024,23/10/2024,AZDRV04,HS,"lights abruptly cut out on 3rd night, and 9:22pm (no fade out). When I plugged it in to charge the lights turned on and it started taking photos.",,,,Panama_Oria Nursery_Oria1_comunLanzon_2024-10-19
07/11/2024 13:51:18,comunLanzon,4.11,White felt / Fieltro blanco,programA (19;21;23;2;4),Panama,Oria Nursery,Oria2,7.45728,-80.14227,2,tree nursery,24/10/2024,29/10/2024,Hubert's hard drive,HS,Lasted 2.5 nights of standard schedule. Box had water pooled inside when I collected it (there were heavy rains). Maybe the box o-ring needs cleaning.,,,,Panama_Oria Nursery_Oria2_comunLanzon_2024-10-24
18/11/2024 18:39:05,FondoGorila,4.12,White felt / Fieltro blanco,programB (19;20;21;22;23;24;1;2;3;4),Panama,JosePobre,HillTopFacingOcean,9.601441,-79.632871,2,pasture,17/11/2024,18/11/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/JosePobre_HillTopFacingOcean_FondoGorila_2024-11-17,Bri & Andy,"Cows, lasted one night, stopped at 5:30am ",,,,Panama_JosePobre_HillTopFacingOcean_FondoGorila_2024-11-17
19/11/2024 15:36:09,WaveUrta,4.12,White felt / Fieltro blanco,programB (19;20;21;22;23;24;1;2;3;4),Panama,Gamboa,RDCtop,9.1315365,-79.7259737,32,forest (unknown),14/11/2024,16/11/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Gamboa_RDCTop_waveUrta_2024-11-14,"AQ, KQ, BJ","Top of tower

",,,,Panama_Gamboa_RDCtop_WaveUrta_2024-11-14
19/11/2024 15:50:36,CalmoBarbo,4.12,White felt / Fieltro blanco,programB (19;20;21;22;23;24;1;2;3;4),Panama,Gamboa,RDCTopminus1level,9.1315365,-79.7259737,25,forest (unknown),14/11/2024,16/11/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Gamboa_RDCTopminus1level_CalmoBarbo_2024-11-14,"KQ, AQ, BJ",canopy tower minus one level,,,,Panama_Gamboa_RDCTopminus1level_CalmoBarbo_2024-11-14
20/11/2024 08:50:04,FondoGorila,4.12,White felt / Fieltro blanco,programB (19;20;21;22;23;24;1;2;3;4),Panama,JosePobre,HillTopFacingOcean,9.601345,-79.632652,2,pasture,19/11/2024,20/11/2024,do not have in deep storage,Andy Bri and Kitty,"Mounted to tree in pasture, lots of cows nearby, full moon",,,,Panama_JosePobre_HillTopFacingOcean_FondoGorila_2024-11-19
20/11/2024 08:52:57,CuatroTopo,4.12,White felt / Fieltro blanco,programB (19;20;21;22;23;24;1;2;3;4),Panama,JosePobre,HillTopFacingPasture,9.601345,-79.632652,2,pasture,18/11/2024,18/11/2024,do not have in deep storage,Andy Bri and Kitty,"Mounted to tree in pasture, facing towards the rest of the pasture (away from ocean), lots of cows, full moon, Right ring light is out",,,,Panama_JosePobre_HillTopFacingPasture_CuatroTopo_2024-11-18
20/11/2024 09:12:16,fondoGorila,4.12,White felt / Fieltro blanco,programB (19;20;21;22;23;24;1;2;3;4),Panama,Gamboa,RDCTopminus2Level,9.1315365,-79.7259737,15,forest (unknown),14/11/2024,16/11/2024,do not have in deep storage,AQ KQ BJ,Top minus two level of tower,,,,Panama_Gamboa_RDCTopminus2Level_fondoGorila_2024-11-14
20/11/2024 09:23:37,comerLicaon,4.12,White felt / Fieltro blanco,programB (19;20;21;22;23;24;1;2;3;4),Panama,Gamboa,RDCbottom,9.1315365,-79.7259737,2,forest (unknown),14/11/2024,16/11/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Gamboa_RDCbottom_comerLicaon_2024-11-14,AQ KQ BJ,next to tower on tree,,,,Panama_Gamboa_RDCbottom_comerLicaon_2024-11-14
29/11/2024 11:45:42,Amplebonobo,4.12,White felt / Fieltro blanco,programA (19;21;23;2;4),Panama,Fortuna,casaverde,8.722154,-82.237716,1.30m,forest (unknown),25/11/2024,29/11/2024,don't have in deep storage,E.G.,"Not in deep storage, MANY DAYTIME FOTOS mean bad detections",,,,Panama_Fortuna_casaverde_Amplebonobo_2024-11-25
02/12/2024 14:32:55,CalmoBarbo,4.12,White felt / Fieltro blanco,programB (19;20;21;22;23;24;1;2;3;4),Panama,Gamboa,BriYardSibert,9.11793,79.69717,1.5,forest (unknown),30/11/2024,01/12/2024,Hubert has USB,Bri,,,,,Panama_Gamboa_BriYardSibert_CalmoBarbo_2024-11-30
06/12/2024 11:15:09,CuatroTopo,4.12,White felt / Fieltro blanco,programA (19;21;23;2;4),Panama,Gamboa,BriYardSibert,9.11795,-79.69717,1.5,yard,30/11/2024,02/12/2024,ftp://u407120@u407120.your-storagebox.de/moths/Panama/Gamboa_BriYardSibert_CuatroTopo_2024-11-30,Bri,,,,,Panama_Gamboa_BriYardSibert_CuatroTopo_2024-11-30
19/12/2024 15:09:26,WaveUrta,4.12,White felt / Fieltro blanco,programA (19;21;23;2;4),Panama,Gamboa,RadioHill,9.1382772,-79.726535,1.5,forest (unknown),12/12/2024,17/12/2024,Harddrive B,"KQ, AQ, BJ",,,,,Panama_Gamboa_RadioHill_WaveUrta_2024-12-12
19/12/2024 15:22:35,ComerLicaon,4.12,White felt / Fieltro blanco,programA (19;21;23;2;4),Panama,Gamboa,RadiohillCampsite,9.138991,-79.726121,1.5,forest (unknown),12/12/2024,17/12/2024,Harddrive B,"BJ, AQ, KQ",,,,,Panama_Gamboa_RadiohillCampsite_ComerLicaon_2024-12-12
